Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,treatment,cell_type,cell_line
SRR31773539,OTHER,75,1814511225,PRJNA1199975,SAMN45902215,727539996,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135173,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689664,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689664,HEK293T,SRP552549,"uninfected,-",,HEK293T
SRR31773540,OTHER,75,1028725125,PRJNA1199975,SAMN45902216,417978315,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135172,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689663,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689663,HEK293T,SRP552549,"uninfected,-",,HEK293T
SRR31773541,OTHER,75,2182758750,PRJNA1199975,SAMN45902217,811871083,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135171,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689662,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689662,HEK293T,SRP552549,"uninfected,-",,HEK293T
SRR31773542,OTHER,75,1271723775,PRJNA1199975,SAMN45902218,508704646,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135170,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689661,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689661,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773543,OTHER,75,3022041375,PRJNA1199975,SAMN45902219,1212647577,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135169,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689660,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:47:00Z,1,GSM8689660,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773544,OTHER,75,1141557000,PRJNA1199975,SAMN45902220,458350429,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135168,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689659,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689659,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773545,OTHER,75,3123578850,PRJNA1199975,SAMN45902221,1253646668,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135167,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689658,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:46:00Z,1,GSM8689658,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773546,OTHER,75,1042352325,PRJNA1199975,SAMN45902222,419135897,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135166,IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689657,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:45:00Z,1,GSM8689657,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773547,OTHER,75,1500034800,PRJNA1199975,SAMN45902223,606832067,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135165,IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689656,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689656,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773548,OTHER,75,1379779350,PRJNA1199975,SAMN45902224,558381082,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135164,IFIT2:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689655,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689655,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773549,OTHER,75,1142012475,PRJNA1199975,SAMN45902225,468877459,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135163,IFIT2:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689654,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689654,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773550,OTHER,75,967486200,PRJNA1199975,SAMN45902226,390479997,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135162,IFIT1:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689653,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:45:00Z,1,GSM8689653,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773551,OTHER,75,1054525875,PRJNA1199975,SAMN45902227,429522048,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135161,IFIT1:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689652,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689652,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773552,OTHER,75,1153695075,PRJNA1199975,SAMN45902228,465393624,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135160,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689651,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689651,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773553,OTHER,75,1248679875,PRJNA1199975,SAMN45902229,507565287,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135159,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689650,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:45:00Z,1,GSM8689650,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773554,OTHER,75,835239150,PRJNA1199975,SAMN45902230,337620232,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135158,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689649,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689649,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773555,OTHER,75,913142025,PRJNA1199975,SAMN45902231,371533765,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135157,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689648,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689648,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773556,OTHER,75,1005915900,PRJNA1199975,SAMN45902232,396863165,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135156,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689647,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689647,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773557,OTHER,75,3772654350,PRJNA1199975,SAMN45902233,1486696619,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135155,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689646,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:46:00Z,1,GSM8689646,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773558,OTHER,75,1218021150,PRJNA1199975,SAMN45902234,480685820,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135154,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689645,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689645,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773559,OTHER,75,2959622175,PRJNA1199975,SAMN45902235,1175491196,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135153,IFIT2:FLAG+IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689644,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:46:00Z,1,GSM8689644,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773560,OTHER,75,1284403350,PRJNA1199975,SAMN45902236,505642480,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135152,IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689643,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:45:00Z,1,GSM8689643,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773561,OTHER,75,964537350,PRJNA1199975,SAMN45902237,388517583,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135151,IFIT3:HA o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689642,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689642,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773562,OTHER,75,1217940975,PRJNA1199975,SAMN45902238,482853387,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135150,IFIT2:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689641,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:45:00Z,1,GSM8689641,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773563,OTHER,75,1394390925,PRJNA1199975,SAMN45902239,561233177,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135149,IFIT2:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689640,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689640,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773564,OTHER,75,1141635225,PRJNA1199975,SAMN45902240,450947488,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135148,IFIT1:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689639,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:45:00Z,1,GSM8689639,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773565,OTHER,75,1460641650,PRJNA1199975,SAMN45902241,581963714,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135147,IFIT1:FLAG o/e,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689638,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:45:00Z,1,GSM8689638,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773566,OTHER,75,1300342575,PRJNA1199975,SAMN45902242,514243779,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135146,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689637,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:46:00Z,1,GSM8689637,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773567,OTHER,75,1394049750,PRJNA1199975,SAMN45902243,556939241,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135145,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689636,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689636,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773568,OTHER,75,1164479100,PRJNA1199975,SAMN45902244,458699510,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135144,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689635,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:44:00Z,1,GSM8689635,HEK293T,SRP552549,"VSV infected,-",,HEK293T
SRR31773569,OTHER,75,1171428450,PRJNA1199975,SAMN45902245,467081663,"ERIC VAN NOSTRAND, BIOCHEMISTRY AND MOLECULAR PHARMACOLOGY, BAYLOR COLLEGE OF MEDICINE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27135143,WT,uncalculated,uncalculated,missing,Illumina HiSeq 4000,GSM8689634,SINGLE,other,OTHER,Homo sapiens,ILLUMINA,2025-03-11T00:00:00Z,2024-12-19T03:43:00Z,1,GSM8689634,HEK293T,SRP552549,"VSV infected,-",,HEK293T
